Category,Item Name,Price,Description,Veg/Non-veg,Rating,Restaurant Index
South Indian,Rawa Paneer Dosa,230,Rawa Paneer Dosa,Veg,3.9,8
South Indian,Rawa Makhani Special Dosa,240,Rawa Makhani Special Dosa,Veg,3.9,8
South Indian,Spring Dosa,220,"A delightfully tasty dish prepared with crispy dosa, rolled into tiny strips and stuffed with assorted veggies and sauces - perfect snack to satisfy your hunger.",Veg,3.9,8
South Indian,Idli Sambar,130,Authentic South Indian breakfast with soft and melt-in-the-mouth idlis; served along with chutneys and sambhar.,Veg,3.9,8
South Indian,Idli Fry,150,Idli Fry,Veg,3.9,8
South Indian,Idli Tadka,160,Idli Tadka,Veg,3.9,8
South Indian,Vada Sambar,130,A popular South Indian style sambar vada recipe prepared by combining the spiced and flavoured sambar with vada.,Veg,3.9,8
South Indian,Mini Cut Dosa,240,Mini Cut Dosa,Veg,3.9,8
Uttapam,Plain Uttapam,160,Plain Uttapam,Veg,3.9,8
Uttapam,Onion Uttapam,160,"Lip smacking, soft and spongy dosa stuffed with onions and spices.",Veg,3.9,8
Uttapam,Tomato Uttapam,160,Tomato Uttapam,Veg,3.9,8
Uttapam,Paneer Uttapam,190,"A thick pancake made from rice flour to which onions, paneer , tomatoes, chilli peppers, and other vegetables are added during cooking.",Veg,3.9,8
Uttapam,Vegetable Uttapam,180,"A thick better of fermented semolina cooked with masala and chopped onions, tomatoes over a heated pan and served with green & red chutneys.",Veg,3.9,8
Uttapam,Onion Tomato Uttapam,180,Onion Tomato Uttapam,Veg,3.9,8
Uttapam,Capsicum Onion Mushroom Uttapam,240,Capsicum Onion Mushroom Uttapam,Veg,3.9,8
Soups,Lemon Coriander Soup,80,Lemon Coriander Soup,Veg,3.9,8
Soups,Veg Soup,80,Veg Soup,Veg,3.9,8
Soups,Tomato Soup,80,Tomato Soup,Veg,3.9,8
Soups,Sweet Corn Soup,80,Sweet Corn Soup,Veg,3.9,8
Soups,Manchow Soup,80,Manchow Soup,Veg,3.9,8
Soups,Veg Noodle Soup,80,Veg Noodle Soup,Veg,3.9,8
Soups,Minestrone Soup,80,Minestrone Soup,Veg,3.9,8
Soups,Hot & Sour Soup,80,Hot & Sour Soup,Veg,3.9,8
Noodles,Mix Noodles ,210,Mix Noodles ,Veg,3.9,8
Noodles,Veg Chowmein,150,A delightfully flavor-packed noodle preparation with noodles stir fried with assorted veggies and sauces.,Veg,3.9,8
Noodles,Paneer Chowmein,180,"Paneer Chowmein are Chinese stir-fried noodles with Paneer. They are stir fried with cottage paneer mixed with capsicum and gazars and finally left to sit at the bottom of the wok and pressed down, this crisps the noodles at the edges and underside.",Veg,3.9,8
Noodles,Mushroom Chowmein,200,Mushroom Chowmein,Veg,3.9,8
Noodles,Schezwan Chowmein,200,Schezwan Chowmein,Veg,3.9,8
Noodles,Hakka Noodles,200,A delectable dish with slippery strands of noodles dressed in a flavorful sauce and tossed along with vegetables and spices.,Veg,3.9,8
Noodles,Veg Chopsuey,250,Veg Chopsuey,Veg,3.9,8
Chinese Rolls,Spring Roll,180,Fine wrap loaded with sliced vegetables and fried till they turn crisp. Spring rolls are a delicious treat to satisfy the evening snack cravings.,Veg,3.9,8
Chinese Rolls,Schezwan Roll,180,Schezwan Roll,Veg,3.9,8
Chinese Rolls,Chilli Paneer Roll,210,"Paneer chunks dipped in seasoned batter, fried and then tossed in a spicy chili sauce along with peppers and more.",Veg,3.9,8
Fried Rice,Veg Fried Rice,150,A deliciously aromatic and flavorful dish prepared from rice and stir-fried vegetables.,Veg,3.9,8
Fried Rice,Paneer Fried Rice,180,Fresh veggies and soft paneer tossed in a pan with steamed rice and flavorful spices - perfect to satisfy your hunger pangs.,Veg,3.9,8
Fried Rice,Mushroom Fried Rice,200,"A slightly spicy dish made by tossing mushroom, tomatoes and rice in a flavorful sauce.",Veg,3.9,8
Fried Rice,Schezwan Fried Rice,190,Aromatic rice and juicy chicken chunks tossed in a garlic and chilli flavored Szechwan sauce.,Veg,3.9,8
Fried Rice,Mix Fried Rice ,200,Mix Fried Rice ,Veg,3.9,8
Gravy Delight,Gobhi Manchurian ,260,Deep fried crispy cauliflower florests tossed in a thick and spicy Manchurian gravy.,Veg,3.9,8
Gravy Delight,Chilli Paneer,260,Chilli paneer is a delicious Indo Chinese recipe where paneer or Indian cottage cheese is batter fried and then tossed in a spicy sauce.,Veg,3.9,8
Gravy Delight,Chilli Potato,230,Chilli Potato,Veg,3.9,8
Gravy Delight,Chilli Vegetable,230,Chilli Vegetable,Veg,3.9,8
Gravy Delight,Chilli Mushroom,260,"Deep-fried, meaty mushrooms tossed in a deliciously spicy chilli sauce.",Veg,3.9,8
Gravy Delight,Veg Manchurian,260,"Veg Manchurian is an addictive Indo-Chinese dish made with wisps of vegetables formed into dumplings and dunked into a sauce that explodes with hot, sweet, sour and salty flavors.",Veg,3.9,8
Gravy Delight,Honey Chilli Potato   .,220,All time favorite mouthwatering honey chilli potato made with fresh veggies and honey served with salad (serve 1).,Veg,3.9,8
Paneer Delight,Paneer Rogan Josh,280,The all time favorite delicious dish with juicy paneer chunks in a creamy gravy.,Veg,3.9,8
Paneer Delight,Paneer Bhujia,240,Paneer Bhujia,Veg,3.9,8
Paneer Delight,Palak Paneer,240,The spinach is blanched and then pureed. this curry is made with spinach and Indian cottage cheese.,Veg,3.9,8
Paneer Delight,Matar Paneer,150,"A rich, creamy curry of soft succulent paneer and plenty of onions in a wonderful medley of spices, herbs and tomatoes.",Veg,3.9,8
Paneer Delight,Paneer Butter Masala,150,"Paneer butter masala is a creamy and mildly sweet gravy made with butter, tomatoes, cashews, spices and paneer.",Veg,3.9,8
Paneer Delight,Paneer Do Pyaza,260,"A rich, creamy curry of soft succulent paneer, plenty of onions and lots of spices, herbs and tomatoes.",Veg,3.9,8
Paneer Delight,Shahi Paneer,260,A creamy indulgence made by cooking paneer cubes in a tomato gravy seasoned with Indian spices.,Veg,3.9,8
Paneer Delight,Kadai Paneer,270,An irresistible preparation with paneer cooked in a perfectly seasoned onion tomato gravy and topped with butter.,Veg,3.9,8
Paneer Delight,Malai Kofta,180,Malai Kofta is a very popular Indian vegetarian dish where balls (kofta) made of potato and paneer are deep fried and served with a creamy and spiced tomato based curry.,Veg,3.9,8
Paneer Delight,Paneer Pasanda,300,"A deliciously wholesome meal of scrumptious Paneer pasanda made to perfection, rich and flavourful serves two.",Veg,3.9,8
Paneer Delight,Paneer Lababdar,290,An all-time favorite paneer lababdar prepared by using lots of veggies and cream.,Veg,3.9,8
Paneer Delight,Paneer Tikka Masala,290,Paneer tikka masala is popular Indian appetizer made with cubes of paneer & veggies marinated with yogurt and spices.,Veg,3.9,8
Paneer Delight,Handi Paneer,290,Handi paneer is a delicious and creamy gravy cooked in a shallow depth and wide bottom handi.,Veg,3.9,8
Soya Chaap Delight,Chaap Rogan Josh,280,Soya chuncks with Light Gravy With A Strong Aroma Of Spices That Makes Your Mouth Watery.,Veg,3.9,8
Soya Chaap Delight,Matar Soya Chaap,240,Matar Soya Chaap,Veg,3.9,8
Soya Chaap Delight,Chaap Butter Masala,260,"Rich and creamy blend of tomatoes, white butter, curry and selected special spices with roasted soya chunks.",Veg,3.9,8
Soya Chaap Delight,Chaap Do Pyaza,260,"A mouthwatering combinatio of high protein soya sticks,tomato,onion and traditional Indian spices coked in traditional gravy on medium flame.",Veg,3.9,8
Soya Chaap Delight,Kadai Soyachaap,270,Kadai Soyachaap,Veg,3.9,8
Soya Chaap Delight,Soyabean Keema Matar,240,Soyabean Keema Matar,Veg,3.9,8
Soya Chaap Delight,Chaap Tikka Masala,270,"Soya Chaap Pieces Marinated In Delicious Indian Spices, Cream, Butter And Cooked To Perfection In Tandoor with onion and capsicum.",Veg,3.9,8
Vegetables Delight,Palak Corn,260,Palak Corn,Veg,3.9,8
Vegetables Delight,Mix Veg,160,Mix veg curry is made by cooking a mixture of vegetables together in a traditional Indian onion-tomato gravy. The dish is characterized by multiple flavors due to the addition of many vegetables which also makes it quite nutritious.,Veg,3.9,8
Vegetables Delight,Chana Masala,150,It is made using everyday Indian spices. Raw chickpeas are soaked overnight and then cooked in a onion-tomato based masala. Vegan and gluten-free.,Veg,3.9,8
Vegetables Delight,Jeera Aloo,140,"A traditional taste combined with baby potato, onion & some Indian fine and whole spices fried with jeera (cumin).",Veg,3.9,8
Vegetables Delight,Gobhi Aloo,160,Gobhi Aloo,Veg,3.9,8
Vegetables Delight,Matar Fry,160,Matar Fry,Veg,3.9,8
Vegetables Delight,Aloo Matar,180,"Aloo matar is a potato curry which is made using baby potatoes, cooked on low heat by sealing the pot.",Veg,3.9,8
Vegetables Delight,Achari Aloo,240,Achari Aloo,Veg,3.9,8
Vegetables Delight,Aloo Shimla Mirch,240,Aloo Shimla Mirch,Veg,3.9,8
Vegetables Delight,Kashmiri Aloo,270,Recipe made using baby potatoes simmered in a yogurt based gravy flavored with dry ginger powder and fennel.,Veg,3.9,8
Vegetables Delight,Kaju Korma,310,Kaju Korma,Veg,3.9,8
Vegetables Delight,Stuffed Tomato,270,Stuffed Tomato,Veg,3.9,8
Vegetables Delight,Makhanis Special Shahi Korma,310,Makhanis Special Shahi Korma,Veg,3.9,8
Mushroom Delight,Palak Corn Mushroom,300,Palak Corn Mushroom,Veg,3.9,8
Mushroom Delight,Kadai Mushroom,290,A tasty and delectable dish made by cooking in a flavorful gravy of onion and vegies along with soft mushrooms.,Veg,3.9,8
Mushroom Delight,Matar Mushroom,290,"Blend of mushrooms & peas in mildly spicy Indian curry, spices & herbs. (served for two).",Veg,3.9,8
Mushroom Delight,Mushroom Do Pyaza,290,"A rich, creamy curry of soft succulent mushroom, plenty of onions and lots of spices, herbs and tomatoes.",Veg,3.9,8
Mushroom Delight,Mushroom Butter Masala,290,"Blend of mushrooms prepared in mildly spicy buttery Indian curry, spices & herbs. (served for two).",Veg,3.9,8
Mushroom Delight,Palak Mushroom,290,Palak Mushroom,Veg,3.9,8
Dal,Plain Dal,155,Plain Dal,Veg,3.9,8
Dal,Dal Fry,160,"A comforting and delicious preparation made with mixed daal cooked and tempered with onions, chillies and more.",Veg,3.9,8
Dal,Dal Tadka,180,The protien rich yellow Lentils prepared in a variety of spices is a perfect combination to satisfy your taste buds and fitness.,Veg,3.9,8
Dal,Dal Punjabi,220,Dal Punjabi,Veg,3.9,8
Dal,Dal Makhani,220,A creamy dish prepared by cooking black lentil and red kidney beans in a delicious gravy.,Veg,3.9,8
Rice,Plain Rice,120,Veg plain rice which can be made an add on with any main dish to make it a perfect combo.,Veg,3.9,8
Rice,Jeera Rice,135,Aromatic rice cooked in a tempering of cumin and whole spices.,Veg,3.9,8
Rice,Matar Pulao,165,Matar Pulao,Veg,3.9,8
Rice,Paneer Pulao,195,Paneer Pulao,Veg,3.9,8
Rice,Navratan Pulao,210,Navratan Pulao,Veg,3.9,8
Rice,Veg Pulao,210,Veg Pulao,Veg,3.9,8
Rice,Vegetable Biryani with Raita,280,"An intricate rice dish made with layers of curried veggies and rice, cooked in an earthen pot with an assortment of Indian spices.",Veg,3.9,8
Rice,Paneer Biryani with Raita,280,Wholesome paneer biryani with succulent paneer with aromatic basmati rice; served with raita and pyaz.(Serve 1).,Veg,3.9,8
Rice,Mushroom Biryani with Raita,280,Mushroom Biryani with Raita,Veg,3.9,8
Naan & Roti,Spicy Laccha Paratha,60,Spicy Laccha Paratha,Veg,3.9,8
Naan & Roti,Stuffed Naan   ,90,"Soft naan with a delicious stuffing, cooked to perfection.",Veg,3.9,8
Naan & Roti,Aloo Stuffed Kulcha,100,Aloo Stuffed Kulcha,Veg,3.9,8
Naan & Roti,Paneer Stuffed Kulcha,100,Paneer Stuffed Kulcha,Veg,3.9,8
Naan & Roti,Onion Stuffed Kulcha,100,Onion Stuffed Kulcha,Veg,3.9,8
Naan & Roti,Mix Stuffed Kulcha,90,Mix Stuffed Kulcha,Veg,3.9,8
Naan & Roti,Tandoori Plain Roti,20,Tandoori Plain Roti,Veg,3.9,8
Naan & Roti,Tandoori Butter Roti,25,Tandoori Butter Roti,Veg,3.9,8
Naan & Roti,Missi Roti,45,Missi Roti,Veg,3.9,8
Naan & Roti,Plain Naan,50,Plain Naan,Veg,3.9,8
Naan & Roti,Butter Naan,60,Butter Naan,Veg,3.9,8
Naan & Roti,Garlic Naan,90,Garlic Naan,Veg,3.9,8
Naan & Roti,Kashmiri Naan,130,Kashmiri Naan,Veg,3.9,8
Naan & Roti,Laccha Paratha,45,Laccha Paratha,Veg,3.9,8
Naan & Roti,Pudina Lachha Paratha,70,Pudina Lachha Paratha,Veg,3.9,8
Dahi & Raita,Dahi,80,Dahi,Veg,3.9,8
Dahi & Raita,Onion Raita,110,Onion Raita,Veg,3.9,8
Dahi & Raita,Boondi Raita,110,Refreshing curd based side dish loaded with fresh fruits & dry fruits with the addition of handmade Indian spices to add flavours.,Veg,3.9,8
Dahi & Raita,Aloo Raita,140,Aloo Raita,Veg,3.9,8
Dahi & Raita,Vegetable Raita,140,Vegetable Raita,Veg,3.9,8
Dahi & Raita,Pineapple Plain Raita,160,Pineapple Plain Raita,Veg,3.9,8
Dahi & Raita,Pineapple Masala Raita,160,Pineapple Masala Raita,Veg,3.9,8
Dahi & Raita,Fruit Raita,170,Refreshing curd based side dish loaded with fresh fruits & dry fruits with the addition of handmade Indian spices to add flavours.,Veg,3.9,8
Salad & Papad,Papad (Dry),18,Papad (Dry),Veg,3.9,8
Salad & Papad,Papad (Fry),20,Papad (Fry),Veg,3.9,8
Salad & Papad,Masala Papad,60,Masala Papad,Veg,3.9,8
Salad & Papad,Onion Salad,30,Onion Salad,Veg,3.9,8
Salad & Papad,Green Salad,40,Green Salad,Veg,3.9,8
Kuch Meetha Ho Jaye,Gualb Jamun (1 Pc),35,Gualb Jamun (1 Pc),Veg,3.9,8
Kuch Meetha Ho Jaye,Pyala Kheer,45,Pyala Kheer,Veg,3.9,8
Thali Culture Fixed Thali,Continental Platter,240,2pc veg sandwich+ 1 paneer cutlet+ 1 veg cutlet+ 1 stuff tomato+ 1 stuff capsicum+ boiled veg with pasta+ french fries+ 1 sweet.,Veg,3.9,8
Thali Culture Fixed Thali,Poori Special Thali,260,"Dal fry+ jeera aloo latpata+ matar paneer or paneer butter masala+ plain rice+ 4pc poori+ raita+ pickle+ onion salad+ 1 papad+ 1 sweet.
",Veg,3.9,8
Thali Culture Fixed Thali,Makkhan's Special Thali (fixed),240,Dal fry+ matar paneer+ dry vegetable+ plain rice+ 2 laccha paratha+ boondi raita+ pickle+ salad+ papad+ one sweet,Veg,3.9,8
Thali Culture Fixed Thali,Snacks Box Mix,140,1 Pc Veg Sandwich + 2 Pcs Small Spring Roll + 2 Pcs Paneer Stick + French Fries + 1 Pc Gulab Jamun,Veg,3.9,8
Thali Culture Fixed Thali,Snacks Box Cutlet,130,1 Pc Veg Cutlet + 1 Pc Paneer Cutlet + French Fries + 1 Pc Veg Sandwich + 1 Pc Gulab Jamun + 1 Pc Tomato Sauce,Veg,3.9,8
Thali Culture Fixed Thali,Navratan Thali,280,Dal Makhani + Dry Vegetable + Gravy Paneer + 1 Pc Malai Kofta + Plain Rice + 2 Laccha Paratha + Boondi Raita + Pickle,Veg,3.9,8
Thali Culture Fixed Thali,No Onion No Garlic Thali,230,Paneer Bhujiya + Jeera Dal Fry + Jeera Aloo + 2 Lachha Paratha + Plain Rice + Salad + Boondi Raita + One Papad + One Pc Gulab Jamun,Veg,3.9,8
Thali Culture Fixed Thali,"Paneer Shashlik With Rice & Gravy, One Sweet",240,"Paneer Shashlik With Rice & Gravy, One Sweet",Veg,3.9,8
Recommended,"7"" Cheese Worthy Pizza",150,Classic cheese.,Veg,3.9,9
Recommended,"12"" Fresh Herbivorous",660,"Onion, green pepper.",Veg,3.9,9
Recommended,"7"" Hot Veg Pepper",240,"Onion, green pepper, jalapeno, red paprika.",Veg,3.9,9
Recommended,"7"" Tandoori Paneer Bite",300,"Onion, green pepper, tomato, paneer.",Veg,3.9,9
Recommended,"12"" Tandoori Paneer Bite",720,"Onion, green pepper, tomato, paneer.",Veg,3.9,9
Recommended,"7""  Superior Veg",300,"Onion, green pepper mushroom, corn, paneer.",Veg,3.9,9
Recommended,"7"" Super Veg Filling",310,"Black olive, onion, green pepper, mushroom, tomato, corn, jalapeno.",Veg,3.9,9
Recommended,"7"" Cheesy Chicken",240,"Cheese, chicken.",Non-veg,3.9,9
Recommended,"12"" Cheesy Chicken",710,"Cheese, chicken.",Non-veg,3.9,9
Recommended,"7"" Chicken BBQ",280,"Green pepper, BBQ chicken, onion.",Non-veg,3.9,9
Recommended,"9"" Chicken Peri Peri",500,"Chicken, onion, red paprika.",Non-veg,3.9,9
Recommended,"7"" Chicken Mexican",310,"Corn, chicken, red paprika.",Non-veg,3.9,9
Recommended,"9"" Tandoori Chicken",560,"Onion, green pepper, tomato, chicken.",Non-veg,3.9,9
Recommended,"7"" Chicken Tikka",340,"Onion, green pepper, red pepper, chicken.",Non-veg,3.9,9
Recommended,Garlic Bread Sticks,120,A lightly toasted bread flavored with pungent garlic and spices.,Veg,3.9,9
Recommended,Garlic Cheesy Bread,145,"Cheese garlic bread (also called garlic toast) consists of bread (usually a baguette or sour dough like a ciabatta), topped with garlic and olive oil or butter and may include additional herbs, such as oregano or chives.",Veg,3.9,9
Recommended,Mozzarella Sticks,160,Mozzarella sticks are elongated pieces of battered or breaded mozzarella ussally served as hors d'oeuvre. Mozzarella sticks may be served with tomato.,Veg,3.9,9
Recommended,Veg Strumboli,130,"Green pepper, onion, mushroom, corn, olive.",Veg,3.9,9
Recommended,Chicken Strumboli,150,"Green pepper, red pepper, onion, chicken.",Non-veg,3.9,9
Recommended,Classic Chicken Shawarma,110,Scrumptious chicken shawarma with a generous stuffing of juicy chicken pieces.,Non-veg,3.9,9
Recommended,Chicken Wings,110,Everyone's favorite home-spiced chicken wings grilled to perfection and drenched in Asian spicy sauces. (Serves 1-6).,Non-veg,3.9,9
Recommended,French Fries,70,French Fries,Veg,3.9,9
Recommended,French Fries with Cheese,120,French Fries with Cheese,Veg,3.9,9
Recommended,Veg Burger,110,Veg Burger,Veg,3.9,9
Recommended,Chicken Burger,120,"Crispy seasoned chicken breast, topped with mandatory melted cheese and piled onto soft rolls with onion, lettuce, tomato and garlic mayo.",Non-veg,3.9,9
Recommended,Veg Penne Pasta Milano,180,Veg Penne Pasta Milano,Veg,3.9,9
Recommended,Veg Premevero Penne Pasta (Serves 1),180,A mouth-watering pasta prepared with soft penne pasta coated in a flavor-packed mixed sauce - perfect to satiate your taste buds. (Medium Spicy),Veg,3.9,9
Recommended,Chicken Penne Pasta Milano,210,"Creamy silky white sauce made with butter, milk and flour added with penne pasta and colorful vegetables like bell peppers, broccoli and crunchy baby corn. Serves 1-2.",Non-veg,3.9,9
Recommended,Chicken Penne Pasta Pesto,210,Chicken Penne Pasta Pesto,Non-veg,3.9,9
Recommended,Chicken Premevero Penne Pasta,210,Chicken Premevero Penne Pasta,Non-veg,3.9,9
Recommended,Chicken Arrabiata Penne Pasta,210,"Chicken Penne Arrabbiata the name says it all; angry chicken with penne. This penne packs the perfect amount of heat tossed with a red wine, marinara, lots of garlic, and tender pieces of chicken. All of this made in just one pot and 30 minutes!",Non-veg,3.9,9
Recommended,Mojito,120,"The cocktail often consists of five ingredients : white rum, sugar, lime juice, soda water, and mint. Its combination of sweetness, citrus and herbaceous mint flavours is intended to complement the rum, and has made the mojito popular summer drink.",Veg,3.9,9
Recommended,Blue Lagoon,210,Blue Lagoon,Veg,3.9,9
Recommended,Hot Choco Lava Cake,100,Hot Choco Lava Cake,Veg,3.9,9
Recommended,Checkers Brownie with Vanilla Ice Cream,180,Ice cream sundae where vanilla ice cream is served with a hot chocolate fudge sauce dressed with chopped mixed nuts.,Veg,3.9,9
Family Binge Combos,Special Bites Combos  ,395,Cheesy shawarma + chicken burger + chicken stromboli,Non-veg,3.9,9
Family Binge Combos,Hot Choco Lava Combo 1,400,Tandoori Paneer Bite + Hot Choco Lava Cake,Veg,3.9,9
Family Binge Combos,Hot Choco Lava Combo 2,400,Paneer Makhani Pizza + Hot Choco Lava Cake,Veg,3.9,9
Family Binge Combos,Quicks Bites Combos  ,380,Garlic cheesy bread + french fries + veg pasta milano,Veg,3.9,9
Family Binge Combos,Hot Choco Lava Combo 3,380,Chicken Peri Peri Pizza + Hot Choco Lava Cake,Non-veg,3.9,9
Family Binge Combos,Double Pizza Combo  ,730,"12"" cheese worthy pizza + 7"" fresh herbivorous ",Veg,3.9,9
Family Binge Combos,"7"" Tandoori Paneer Bite + Mojito",420,"7"" Tandoori Paneer Bite + Mojito",Veg,3.9,9
Family Binge Combos,7 Super Veg Filling + French Fries + Blue Lagoon,490,7 Super Veg Filling + French Fries + Blue Lagoon,Veg,3.9,9
Family Binge Combos,"7"" Tandoori Paneer Bite + Mojito + Thums up 250 ml",440,"7"" Tandoori Paneer Bite + Mojito + Thums up 250 ml",Veg,3.9,9
Family Binge Combos,7' Cheese Worthy Pizza + Garlic Bread Sticks,270,7' Cheese Worthy Pizza + Garlic Bread Sticks,Veg,3.9,9
Family Binge Combos,Veg Penne Pasta Milano + Garlic Bread Sticks,299,Veg Penne Pasta Milano + Garlic Bread Sticks,Veg,3.9,9
Family Binge Combos,7' Cheese Worthy Pizza + Garlic Bread Sticks + Thums up 250 ml,299,7' Cheese Worthy Pizza + Garlic Bread Sticks + Thums up 250 ml,Veg,3.9,9
